0,-1,0
1,-1,0
2,-1,0
3,-1,0
4,22,1
5,-1,0
6,-1,0
7,-1,0
8,-1,0
9,-1,0
10,-1,0
11,-1,0
12,-1,0
13,-1,0
14,-1,0
15,-1,0
16,-1,0
17,-1,0
18,-1,0
19,22,1
20,22,1
21,-1,0
22,-1,0
23,22,1
24,22,1
25,22,1
26,22,1
27,26,2
28,22,1
29,22,1
30,22,1
31,22,1
32,22,1
33,22,1
34,22,1
35,22,1
36,52,2
37,26,2
38,52,2
39,26,2
40,22,1
41,22,1
42,22,1
43,22,1
44,52,2
45,22,1
46,22,1
47,26,2
48,26,2
49,26,2
50,22,1
51,26,2
52,22,1
53,51,3
54,52,2
55,22,1
56,22,1
57,36,3
58,36,3
59,58,4
60,58,4
61,26,2
62,26,2
63,22,1
64,52,2
65,22,1
66,75,3
67,52,2
68,26,2
69,26,2
70,44,3
71,26,2
72,75,3
73,26,2
74,26,2
75,26,2
76,51,3
77,76,4
78,51,3
79,51,3
80,52,2
81,52,2
82,52,2
83,52,2
84,44,3
85,22,1
86,52,2
87,75,3
88,52,2
89,-1,0
90,-1,0
91,22,1
92,22,1
93,22,1
94,22,1
95,-1,0
96,22,1
97,22,1
98,52,2
99,75,3
100,75,3
101,75,3
102,75,3
103,102,4
104,102,4
105,52,2
106,52,2
107,93,2
